word,answer,cosine_similarity
geheim,roddelen,0.606
geheim,fluisteren,0.645
geheim,haat,0.548
heet,warm,0.856
heet,zon,0.626
heet,zomer,0.611
scherp,snee,0.616
scherp,pijn,0.594
scherp,scherp,1.0
klein,klein,1.0
vangen,vangen,1.0
kruipen,baby,0.523
kruipen,kruipen,1.0
rennen,rennen,1.0
ruiken,ruiken,1.0
klok,klok,1.0
telefoon,telefoon,1.0
ei,opene,0.512
ei,kip,0.77
ei,ei,1.0
vlieg,bij,0.575
vlieg,auto,0.49
vlieg,mug,0.742
luidruchtig,stemmen,0.54
luidruchtig,lawaai,0.836
luidruchtig,bom,0.483
misschien,instemmen,0.545
misschien,nadenken,0.712
misschien,overleggen,0.544
geven,proeven,0.634
geven,schattig,0.522
geven,baby,0.537
jagen,oorlog,0.583
jagen,jagen,1.0
gooien,gooien,1.0
sneeuw,fris,0.622
sneeuw,wind,0.6
sneeuw,zwemmen,0.495
glimlach,liedje,0.539
glimlach,lachen,0.858
glimlach,giebelen,
hond,hond,1.0
berg,spannend,0.505
berg,indrukwekkend,0.583
berg,prestatie,0.529
verdrietig,huilen,0.695
verdrietig,verdriet,0.805
verdrietig,teleurstelling,0.698
piepen,muis,0.579
piepen,hamster,0.579
sterk,gaaf,0.695
vechten,vechten,1.0
vliegen,ademen,0.562
vliegen,vliegen,1.0
zwaaien,zwaaien,1.0
bal,stuiteren,0.693
bal,bal,1.0
kat,kat,1.0
blazen,uitblazen,0.857
blazen,blazen,1.0
verbranden,verhaal,0.483
verbranden,lucifer,0.584
verbranden,branden,0.959
vallen,vallen,1.0
weten,idee,0.646
weten,antwoord,0.594
weten,slim,0.606
likken,likken,1.0
water,drinken,0.692
water,water,1.0
vliegtuig,opstijgen,0.652
vliegtuig,vliegen,0.872
vliegtuig,wandelen,0.478
fiets,fietsen,0.975
fiets,fiets,1.0
dood,dood,1.0
snel,rennen,0.688
snel,snel,1.0
vrouw,figuur,0.599
vrouw,vrouwelijk,0.82
bliksem,onweer,0.846
bliksem,bliksem,1.0
huilen,huilen,1.0
drinken,drinken,1.0
lopen,lopen,1.0
haasten,uil,0.477
leeg,wind,0.539
walgen,kotsen,0.77
oud,uil,0.522
zuur,vies,0.623
vechten,duif,0.498
lachen,grappig,0.774
rennen,vogel,0.528
zwemmen,wind,0.524
gek,vogel,0.558
koken,ritselen,0.562
groot,verbaasd,0.556
vlieg,waaien,0.593
heet,verrast,0.513
berg,lopen,0.562
springen,varken,0.535
slapen,bij,0.556
lopen,druppel,0.609
rijk,rijk,1.0
olifant,olifant,1.0
koud,koud,1.0
luidruchtig,aap,0.531
langzaam,traag,0.948
bijten,bijten,1.0
ademen,ontspannen,0.646
vangen,vangen,1.0
gooien,gooien,1.0
dansen,feesten,0.741
comfortabel,tevreden,0.689
boos,boos,1.0
bitter,vies,0.708
ei,vallen,0.503
vis,vis,1.0
niet,kritisch,0.556
ziek,vermoeid,0.677
piepen,muis,0.579
knippen,knippen,1.0
auto,rijden,0.742
vogel,vliegen,0.717
geur,stoer,0.496
scherp,streep,0.565
klein,klein,1.0
verbranden,schrikken,0.544
eten,mondharmonica,0.546
vliegen,vliegtuig,0.872
snijden,snijden,1.0
bloem,wolk,0.572
dood,dood,1.0
snel,rennen,0.688
vuur,groots,0.563
verdrietig,huilen,0.695
bang,schrikken,0.874
huilen,huilen,1.0
grommen,racen,0.546
bal,bal,1.0
juichen,juichen,1.0
ik,ik,1.0
regen,regen,1.0
sterk,sterk,1.0
onweer,onweer,1.0
kruipen,kruipen,1.0
vallen,flauwvallen,0.787
vallen,vallen,1.0
geven,geven,1.0
vliegtuig,zweven,0.716
vliegtuig,vliegtuig,1.0
sneeuw,sneeuw,1.0
zoemen,stijf,0.506
zoemen,boom,0.566
zoemen,lolly,0.521
kind,kind,1.0
ver,wijzen,0.579
ver,ver,1.0
blij,blij,1.0
stil,stil,1.0
dik,groot,0.749
dik,dik,1.0
horen,horen,1.0
fiets,trein,0.634
fiets,boot,0.614
fiets,vliegtuig,0.587
telefoon,kuiken,0.477
telefoon,klein,0.492
telefoon,muziek,0.553
vrouw,verrast,0.54
vrouw,groot,0.537
vrouw,indrukwekkend,0.506
zwaar,zwaar,1.0
man,beer,0.559
man,zeuren,0.519
man,hooligan,0.511
jagen,neerstorten,0.611
jagen,afschieten,0.71
jagen,neerschieten,0.711
likken,indrukwekkend,0.542
likken,lekker,0.634
likken,eten,0.593
zuigen,vliegen,0.542
zuigen,slurpen,0.772
zuigen,blazen,0.697
kotsen,walgen,0.77
kotsen,overgeven,0.887
eend,eend,1.0
glimlach,giechelen,0.781
hond,hond,1.0
hoog,mooi,0.599
hoog,indrukwekkend,0.65
hoog,wauw,0.602
bliksem,grommen,0.566
bliksem,wegjagen,0.52
bliksem,waaien,0.662
zoet,lekker,0.807
zoet,eten,0.646
zoet,smakelijk,0.791
drinken,drinken,1.0
staan,twijfelen,0.584
staan,stil,0.62
staan,vast,0.679
water,waaien,0.566
water,ontploffen,0.519
water,drinken,0.692
zwaaien,begroeten,0.622
zwaaien,zwaaien,1.0
zingen,zingen,1.0
goed,goed,1.0
misschien,twijfelen,0.642
misschien,overwegen,0.666
misschien,optie,0.589
blazen,bellenblazen,
blazen,blazen,1.0
weten,slim,0.606
weten,denken,0.816
weten,uitleggen,0.726
ruiken,ruiken,1.0
fluisteren,fluisteren,1.0
wind,varen,0.582
wind,waaien,0.821
wind,overstromen,0.513
geheim,fluisteren,0.645
geheim,geheim,1.0
klok,klok,1.0
kat,kat,1.0
hoorn,eenhoorn,0.672
hoorn,voorhoofd,0.578
hoorn,hoorn,1.0
zout,strooien,0.613
zout,zagen,0.499
zout,kruiden,0.729
slang,slang,1.0
staart,krul,0.677
staart,staart,1.0
kauwen,kauwen,1.0
slaan,snel,0.589
slaan,slaan,1.0
haasten,haasten,1.0
snijden,snijden,1.0
hond,hond,1.0
berg,bergbeklimmen,
regen,regen,1.0
staart,staart,1.0
lachen,lachen,1.0
likken,schoonlikken,
water,water,1.0
comfortabel,chillen,0.67
bloem,bloem,1.0
koud,koud,1.0
hoorn,trompet,0.83
slang,slang,1.0
zuur,zuur,1.0
vechten,boksen,0.773
staan,t,0.63
zwemmen,zwemmen,1.0
rijk,rijk,1.0
dansen,dansen,1.0
zoemen,bij,0.582
dood,dood,1.0
snel,snel,1.0
blij,wandelen,0.53
vangen,vangen,1.0
vallen,redden,0.529
weten,nadenken,0.713
knippen,knippen,1.0
koken,koken,1.0
man,mannen,0.919
verdrietig,huilen,0.695
bang,schrikken,0.874
zoet,snoepjes,0.869
vliegen,vliegen,1.0
slaan,slaan,1.0
rennen,rennen,1.0
auto,auto,1.0
leeg,wind,0.539
vogel,vogel,1.0
walgen,stikken,0.554
hoog,vallen,0.586
luidruchtig,gek,0.597
zout,krekel,0.478
kauwen,eten,0.748
gooien,vallen,0.691
gek,praten,0.539
olifant,orkest,0.517
boos,brommen,0.604
vlieg,glijden,0.591
goed,vallen,0.533
sterk,duwen,0.599
onweer,vangen,0.513
verbranden,vallen,0.592
grommen,brommen,0.891
glimlach,glimlach,1.0
juichen,juichen,1.0
ik,vieren,0.493
ik,ik,1.0
kind,geit,0.57
kind,kinderen,0.938
kind,kind,1.0
vrouw,vrouw,1.0
bijten,bijten,1.0
blazen,blazen,1.0
eten,eten,1.0
slapen,slapen,1.0
zwaaien,zwaaien,1.0
fiets,fietsen,0.975
fiets,eenwieler,0.857
fiets,bellen,0.518
misschien,twijfelen,0.642
misschien,kiezen,0.579
misschien,ontevreden,0.514
scherp,zwaard,0.604
scherp,scherp,1.0
kruipen,tijgeren,0.506
kruipen,kruipen,1.0
geven,geven,1.0
springen,trampoline,0.708
springen,springen,1.0
ruiken,ruiken,1.0
wind,wind,1.0
eend,eend,1.0
geheim,stiekem,0.856
geheim,fluisteren,0.645
geheim,geheim,1.0
kat,kat,1.0
stil,stilte,0.896
stil,stil,1.0
langzaam,langzaam,1.0
klein,klein,1.0
piepen,kuiken,0.6
piepen,kakelen,0.86
piepen,piepen,1.0
zuigen,fluiten,0.606
zuigen,zuigen,1.0
kotsen,overgeven,0.887
kotsen,kotsen,1.0
klok,tijd,0.666
klok,klok,1.0
sneeuw,sneeuw,1.0
bitter,vies,0.708
bitter,zuur,0.791
bitter,bitter,1.0
ei,ei,1.0
vuur,open haard,
vuur,vuur,1.0
zwaar,zwaar,1.0
heet,heet,1.0
ziek,verkouden,0.64
ziek,ziek,1.0
dik,dik,1.0
vliegtuig,wind,0.598
vliegtuig,schieten,0.532
vliegtuig,opstijgen,0.652
zingen,zingen,1.0
groot,box,0.553
groot,melodie,0.453
groot,drum,0.542
vis,vis,1.0
bliksem,vallen,0.537
bliksem,vliegtuig,0.568
bliksem,parachute,0.552
niet,snijden,0.542
niet,koken,0.532
niet,vuur,0.523
huilen,baby,0.586
huilen,huilen,1.0
jagen,donder,0.559
jagen,verliezen,0.584
jagen,mis,0.561
fluisteren,fluisteren,1.0
telefoon,winkelen,0.524
telefoon,aanbellen,0.731
telefoon,bezoek,0.592
bal,vallen,0.517
bal,vallen,0.517
bal,traplopen,
ver,uitglijden,0.523
ver,vallen,0.548
ver,springen,0.541
geur,snuiven,0.738
geur,ruiken,0.933
geur,inademen,0.676
oud,bezorgd,0.497
oud,buikpijn,0.497
oud,bevallen,0.504
ademen,zuchten,0.743
ademen,hijgen,0.797
ademen,gestrest,0.543
drinken,drinken,1.0
horen,verbaasd,0.591
horen,vragen,0.782
horen,vragen,0.782
lopen,wandelen,0.875
lopen,lopen,1.0
bloem,genieten,0.539
olifant,olifant,1.0
boos,boos,1.0
zoemen,mug,0.609
kind,spelen,0.589
dood,dood,1.0
hond,hond,1.0
ziek,opgelucht,0.555
dik,dik,1.0
comfortabel,moe,0.584
gek,feesten,0.532
kat,kat,1.0
vuur,wind,0.589
niet,weigeren,0.62
zout,vis,0.631
vallen,vallen,1.0
vechten,boksen,0.773
weten,idee,0.646
rijk,geld,0.585
auto,rijden,0.742
vogel,vliegen,0.717
hoorn,duiven,0.542
bang,schrikken,0.874
zuur,zuur,1.0
bijten,happen,0.979
ademen,ademen,1.0
geven,geven,1.0
leeg,omgooien,0.542
haasten,rennen,0.678
snel,rennen,0.688
vrouw,vrouw,1.0
zwaar,vallen,0.569
bliksem,regen,0.703
man,man,1.0
klein,kind,0.664
blazen,blazen,1.0
knippen,baby,0.51
dansen,neuriën,0.585
ver,zoemen,0.551
luidruchtig,lachen,0.57
staart,baby,0.536
verbranden,spelen,0.531
horen,spannend,0.525
slaan,vallen,0.711
staan,verbaasd,0.547
koken,water,0.694
snijden,snijden,1.0
koud,kat,0.553
goed,lift,0.508
heet,zuchten,0.565
sterk,tijger,0.529
lachen,lachen,1.0
gooien,vliegen,0.591
lopen,trein,0.603
telefoon,bellen,0.836
telefoon,wekker,0.657
telefoon,bel,0.718
glimlach,lekker,0.576
glimlach,genieten,0.58
glimlach,leuk,0.62
ik,verrast,0.568
ik,verbaasd,0.573
ik,interessant,0.545
walgen,vies,0.677
walgen,walging,0.871
walgen,afschuw,0.871
vis,zwemmen,0.717
vis,vis,1.0
geur,ruiken,0.933
geur,genieten,0.556
geur,geur,1.0
oud,baby,0.533
oud,dier,0.556
oud,kreunen,0.49
zuigen,slurpen,0.772
zuigen,zuigen,1.0
water,blazen,0.584
water,wind,0.603
water,ruisen,0.54
bal,bel,0.547
bal,kerkklok,0.558
bal,casino,0.564
geheim,stil,0.633
geheim,fluisteren,0.645
geheim,water,0.51
groot,blij,0.566
groot,motor,0.514
groot,auto,0.505
ei,drinken,0.506
ei,champagne,0.555
ei,eten,0.617
blij,blij,1.0
onweer,motor,0.536
onweer,vliegen,0.585
onweer,schieten,0.55
huilen,huilen,1.0
rennen,bom,0.524
rennen,klok,0.574
rennen,rennen,1.0
slapen,slapen,1.0
sneeuw,sneeuw,1.0
zwaaien,zwaaien,1.0
misschien,afvragen,0.676
misschien,misschien,1.0
langzaam,langzaam,1.0
vangen,winnen,0.755
vangen,vangen,1.0
vliegen,vliegen,1.0
jagen,gooien,0.619
jagen,schieten,0.735
jagen,speer,0.565
zwemmen,zwemmen,1.0
fluisteren,fluisteren,1.0
fiets,fiets,1.0
vliegtuig,vliegen,0.872
vliegtuig,springen,0.588
vliegtuig,skydiven,0.525
vlieg,wesp,0.699
vlieg,bij,0.575
vlieg,bang,0.508
verdrietig,huilen,0.695
verdrietig,traan,0.684
verdrietig,verdriet,0.805
piepen,lawaai,0.729
piepen,vals,0.546
piepen,herrie,0.66
zoet,eten,0.646
zoet,lekker,0.807
zoet,smullen,0.652
kruipen,baby,0.523
kruipen,peuter,0.553
kruipen,zwemmen,0.584
grommen,boos,0.653
grommen,sterk,0.556
grommen,aanvallen,0.584
wind,stromen,0.587
wind,waaien,0.821
wind,boom,0.563
zingen,zingen,1.0
eend,eend,1.0
bitter,heet,0.64
bitter,vies,0.708
bitter,zuur,0.791
regen,regen,1.0
stil,stil,1.0
kauwen,eten,0.748
kauwen,kauwen,1.0
drinken,drinken,1.0
springen,spelen,0.573
springen,springen,1.0
kotsen,overgeven,0.887
kotsen,kotsen,1.0
juichen,winnen,0.608
juichen,blij,0.74
juichen,juichen,1.0
klok,klok,1.0
hoog,hoog,1.0
berg,berg,1.0
scherp,wondje,0.542
scherp,splinter,0.628
scherp,branden,0.574
slang,vis,0.606
slang,stroming,0.563
slang,likken,0.576
eten,eten,1.0
likken,likken,1.0
ruiken,ruiken,1.0
knippen,knippen,1.0
haasten,hardlopen,0.668
boos,slaan,0.527
hond,hond,1.0
man,sluier,0.577
misschien,twijfelen,0.642
horen,horen,1.0
staan,tillen,0.676
water,drinken,0.692
auto,rijden,0.742
olifant,olifant,1.0
ver,weggaan,0.569
vlieg,vliegen,0.942
hoog,groot,0.724
drinken,drinken,1.0
eten,eten,1.0
grommen,breken,0.54
slapen,slapen,1.0
gek,kreet,0.545
dansen,dansen,1.0
ik,praten,0.563
snel,auto,0.583
luidruchtig,hond,0.545
kruipen,lopen,0.708
lachen,lachen,1.0
zwemmen,zwemmen,1.0
lopen,wandelen,0.875
snijden,drinken,0.504
bloem,melding,0.504
kat,kat,1.0
scherp,verslikken,0.531
huilen,huilen,1.0
vliegen,raam,0.542
likken,ijs,0.552
kotsen,boeren,0.622
fluisteren,fluisteren,1.0
leeg,verwarring,0.566
comfortabel,relaxen,0.71
bitter,eten,0.502
zoemen,vlieg,0.592
kind,glijbaan,0.537
dood,dood,1.0
goed,goed,1.0
piepen,kat,0.567
rennen,rennen,1.0
koken,taart,0.629
rijk,rijk,1.0
walgen,smerig,0.663
stil,fluisteren,0.715
staart,staart,1.0
verbranden,heet,0.706
vechten,boksen,0.773
springen,trampoline,0.708
weten,idee,0.646
geheim,stil,0.633
geheim,stilte,0.705
geheim,geluid,0.506
eend,kip,0.772
eend,eend,1.0
groot,ontploffing,0.573
groot,uitbreiden,0.639
groot,groot,1.0
zwaar,zwaar,1.0
regen,paraplu,0.75
regen,regen,1.0
zout,zout,1.0
ziek,koorts,0.687
ziek,ziek,1.0
langzaam,lopen,0.614
langzaam,slowmotion,
langzaam,langzaam,1.0
klein,klein,1.0
juichen,feesten,0.651
juichen,vinden,0.531
juichen,enthousiast,0.703
telefoon,bellen,0.836
telefoon,telefoon,1.0
vogel,vogel,1.0
geur,ruiken,0.933
geur,geur,1.0
zoet,salmiak,0.648
zoet,lekker,0.807
zoet,proeven,0.585
dik,dik,1.0
bijten,spugen,0.667
bijten,bijten,1.0
vallen,vallen,1.0
slaan,slaan,1.0
bal,baseball,0.77
bal,bal,1.0
zwaaien,zwaaien,1.0
ei,kip,0.77
ei,ei,1.0
blij,lachen,0.673
blij,mondhoek,
blij,goed,0.697
hoorn,hoorn,1.0
bliksem,bliksem,1.0
niet,nee,0.873
niet,afwijzen,0.598
niet,verboden,0.683
jagen,schieten,0.735
jagen,afschieten,0.71
jagen,,
gooien,granaat,0.597
gooien,gooien,1.0
fiets,fietsen,0.975
fiets,fiets,1.0
sneeuw,sneeuw,1.0
koud,koud,1.0
heet,zweten,0.626
heet,heet,1.0
oud,oud,1.0
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
zuur,vies,0.623
zuur,zuur,1.0
geven,wegleggen,0.679
geven,geven,1.0
zuigen,slurpen,0.772
zuigen,slikken,0.706
zuigen,zuigen,1.0
juichen,juichen,1.0
bal,bom,0.585
bal,goal,0.676
bal,schoppen,0.687
vrouw,lopen,0.544
vrouw,wandelen,0.545
vrouw,huppelen,0.467
onweer,game,0.516
onweer,brommer,0.565
onweer,bliksem,0.846
blazen,wind,0.732
blazen,blazen,1.0
ademen,hijgen,0.797
ademen,ademen,1.0
vangen,zoet,0.525
vangen,glijden,0.586
vangen,springen,0.608
kauwen,bijten,0.856
kauwen,eten,0.748
kauwen,kauwen,1.0
wind,wind,1.0
eend,eend,1.0
klok,klok,1.0
vuur,vallen,0.554
vuur,pijn,0.545
vuur,koken,0.647
vis,vis,1.0
berg,raam,0.501
berg,lift,0.61
berg,openen,0.491
bang,schrikken,0.874
bang,bang,1.0
slang,stil,0.491
slang,bibliotheek,0.514
slang,wind,0.522
sterk,winnen,0.58
sterk,poepen,0.497
sterk,zwaar,0.845
ruiken,ruiken,1.0
auto,autorijden,0.913
leeg,wachten,0.546
boos,boos,1.0
dood,dood,1.0
geur,stank,0.935
slaan,slaan,1.0
rennen,joggen,0.764
zuigen,blazen,0.697
lopen,wandelen,0.875
dansen,,0.479
koken,bakken,0.841
koud,koud,1.0
goed,goed,1.0
hoog,strekken,0.598
luidruchtig,schreeuwen,0.734
oud,bejaarde,0.799
vangen,pakken,0.923
lachen,lachen,1.0
bloem,verbaasd,0.505
knippen,knippen,1.0
vogel,vliegen,0.717
bitter,overgeven,0.535
snel,rennen,0.688
vuur,explosie,0.718
sterk,sterk,1.0
horen,luisteren,0.813
fluisteren,fluisteren,1.0
snijden,snijden,1.0
comfortabel,ontspannen,0.771
groot,zon,0.494
vlieg,vogel,0.706
berg,regenboog,0.591
zout,bitter,0.638
kauwen,smakken,0.65
ruiken,ruiken,1.0
gooien,gooien,1.0
haasten,hijgen,0.582
rijk,niks,0.525
kind,huilen,0.557
heet,blazen,0.577
ziek,bang,0.625
piepen,opblazen,0.62
dik,kauwen,0.53
vechten,opblazen,0.506
geven,niks,0.56
olifant,snel,0.504
gek,heks,0.57
ver,blazen,0.521
klein,breken,0.535
zoet,lekker,0.807
ademen,zuchten,0.743
vallen,achtbaan,0.586
kotsen,kotsen,1.0
wind,wind,1.0
klok,klok,1.0
geheim,fluisteren,0.645
geheim,stilte,0.705
geheim,zwijgen,0.709
zuur,bang,0.56
zuur,vies,0.623
zuur,walging,0.605
verbranden,alarm,0.564
verbranden,fluisteren,0.499
verbranden,wekker,0.521
huilen,bang,0.62
huilen,huilen,1.0
drinken,drinken,1.0
eten,smakken,0.54
eten,kauwen,0.748
eten,eten,1.0
weten,ingeving,0.5
weten,overeenstemming,0.543
weten,akkoord,0.573
zwemmen,zwemmen,1.0
juichen,winnen,0.608
juichen,juichen,1.0
bal,vallen,0.517
bal,ontploffing,0.526
bal,springen,0.563
hoorn,wolf,0.598
hoorn,,0.468
hoorn,explosie,0.541
man,grommen,0.519
man,holbewoner,0.583
man,dier,0.605
niet,ontkrachten,0.588
niet,ontkennen,0.63
niet,nee,0.873
regen,vis,0.536
regen,fluisteren,0.543
regen,bom,0.556
verdrietig,zielig,0.856
verdrietig,verdrietig,1.0
vliegen,snijden,0.55
vliegen,wind,0.628
vliegen,vliegen,1.0
slapen,moe,0.656
slapen,slapen,1.0
glimlach,blij,0.687
glimlach,glimlachen,0.992
glimlach,vrolijk,0.706
sneeuw,sneeuw,1.0
zoemen,dansen,0.532
zoemen,swingen,0.622
zoemen,feesten,0.513
bliksem,gooien,0.526
bliksem,onweer,0.846
bliksem,elektriciteit,0.669
scherp,snee,0.616
scherp,snijden,0.623
scherp,verwonden,0.539
bijten,bijten,1.0
blazen,blazen,1.0
springen,springen,1.0
likken,likken,1.0
fiets,fietsen,0.975
fiets,wielrennen,0.895
fiets,motor,0.834
zwaaien,zwaaien,1.0
walgen,ziek,0.701
walgen,vies,0.677
walgen,stinken,0.699
hond,hond,1.0
vrouw,model,0.52
vrouw,strand,0.519
vrouw,ik,0.645
bang,bang,1.0
langzaam,lopen,0.614
langzaam,bejaarde,0.524
langzaam,langzaam,1.0
onweer,bliksem,0.846
onweer,onweer,1.0
kruipen,robot,0.568
kruipen,kruipen,1.0
eend,eend,1.0
zingen,zingen,1.0
ik,vrouw,0.645
ik,jezelf,0.806
ik,juichen,0.505
ei,eend,0.676
ei,hart,0.559
ei,snavel,0.561
blij,vrolijk,0.882
blij,blij,1.0
zwaar,ontspannen,0.578
zwaar,zwaar,1.0
stil,fluisteren,0.715
stil,stilte,0.896
stil,stil,1.0
slang,slang,1.0
staan,lopen,0.716
staan,hakken,0.538
staan,overeenstemming,0.519
telefoon,bellen,0.836
telefoon,telefoon,1.0
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
kat,kat,1.0
vis,vis,1.0
misschien,denken,0.784
misschien,twijfelen,0.642
misschien,overwegen,0.666
staart,staart,1.0
grommen,beer,0.57
grommen,wolf,0.623
grommen,grommen,1.0
jagen,boogschieten,0.632
jagen,jagen,1.0
water,zee,0.681
water,water,1.0
koken,bakken,0.841
auto,autorijden,0.913
kind,baby,0.881
snel,rennen,0.688
zoet,lekker,0.807
blazen,blazen,1.0
eten,eten,1.0
vallen,vallen,1.0
likken,likken,1.0
snijden,snijden,1.0
gek,gekke bek,
zoemen,vlieg,0.592
koud,koud,1.0
heet,heet,1.0
niet,oneens,0.559
jagen,hakken,0.597
springen,springen,1.0
staan,staan,1.0
haasten,rennen,0.678
olifant,olifant,1.0
groot,sterk,0.716
zwaar,buigen,0.522
verdrietig,sip,0.876
ziek,ziek,1.0
zuur,vies,0.623
vliegen,vogel,0.717
lopen,lopen,1.0
rijk,rijk,1.0
dansen,dansen,1.0
vogel,vliegen,0.717
dood,dood,1.0
klein,klein,1.0
ademen,ademen,1.0
slapen,slapen,1.0
zuigen,eten,0.594
water,water,1.0
comfortabel,zoemen,0.525
leeg,lachen,0.526
ik,piepen,0.53
vlieg,zoemen,0.592
bliksem,bom,0.59
staart,racewagen,
kauwen,smakken,0.65
ruiken,snuiven,0.817
zwemmen,langskomen,0.55
knippen,drinken,0.514
bloem,persoon,0.564
ver,ademen,0.527
zout,slurpen,0.577
onweer,schieten,0.55
verbranden,gewond,0.581
kruipen,bewegen,0.635
grommen,beer,0.57
gooien,vuurwerk,0.563
zwaaien,zwaaien,1.0
glimlach,glimlach,1.0
boos,boos,1.0
kat,kat,1.0
vuur,wassen,0.526
vuur,stromen,0.564
vuur,water,0.592
hoorn,trompet,0.83
hoorn,eenhoorn,0.672
hoorn,hoorn,1.0
vechten,boksen,0.773
vechten,vechten,1.0
lachen,lachen,1.0
rennen,rennen,1.0
bal,bal,1.0
sneeuw,sneeuw,1.0
hond,hond,1.0
blij,glimlach,0.687
blij,blij,1.0
man,man,1.0
scherp,doorn,0.608
scherp,snee,0.616
scherp,gewond,0.556
stil,stil,1.0
sterk,sterk,1.0
geven,geven,1.0
juichen,blij,0.74
juichen,winnen,0.608
juichen,juichen,1.0
geheim,stil,0.633
geheim,stilte,0.705
geheim,fluisteren,0.645
vrouw,aandacht,0.533
vrouw,oneens,0.561
vrouw,ruzie,0.55
vis,vis,1.0
goed,ja,0.697
goed,begrijpen,0.592
goed,eens,0.633
dik,buikpijn,0.565
dik,vol,0.692
dik,tegenvaller,0.532
bijten,eten,0.698
bijten,happen,0.979
bijten,smikkelen,0.692
vangen,vliegen,0.584
vangen,woe,0.521
vangen,lucht,0.545
weten,eens,0.654
fiets,schuiven,0.54
fiets,sleeën,0.665
fiets,skiën,0.652
vliegtuig,wind,0.598
vliegtuig,waaien,0.563
vliegtuig,rijden,0.592
bitter,vies,0.708
bitter,lekker,0.629
bitter,vies,0.708
luidruchtig,kletsen,0.614
luidruchtig,ruzie,0.663
luidruchtig,verwarring,0.618
misschien,verbazing,0.514
misschien,teleurstelling,0.552
misschien,kiezen,0.579
piepen,bellen,0.675
piepen,achteruit rijden,
piepen,vogel,0.599
huilen,lachen,0.726
huilen,huilen,1.0
slaan,schieten,0.734
slaan,bom,0.564
slaan,oorlog,0.564
wind,wind,1.0
zingen,zingen,1.0
eend,eend,1.0
walgen,vol,0.578
walgen,vies,0.677
walgen,genoeg,0.513
berg,skiën,0.719
berg,berg,1.0
geur,ruiken,0.933
geur,geur,1.0
oud,oud,1.0
regen,regen,1.0
langzaam,slowmotion,
langzaam,langzaam,1.0
slang,slang,1.0
klok,tijd,0.666
klok,klok,1.0
telefoon,telefoon,1.0
ei,kuiken,0.755
ei,ei,1.0
hoog,lang,0.672
hoog,reiken,0.622
hoog,groeien,0.603
bang,schrikken,0.874
bang,bang,1.0
drinken,drinken,1.0
horen,luisteren,0.813
horen,horen,1.0
kotsen,kotsen,1.0
fluisteren,fluisteren,1.0
dansen,zingen,0.688
snijden,mes,0.711
kat,kat,1.0
blij,blij,1.0
stil,stilte,0.896
slang,water,0.671
zoet,wekker,0.493
kauwen,eten,0.748
slapen,slapen,1.0
gek,lachen,0.639
leeg,blazen,0.583
zwaar,ziek,0.652
misschien,bij,0.655
oud,dood,0.604
zuur,walging,0.605
slaan,vallen,0.711
lopen,stampen,0.662
wind,wind,1.0
koken,koken,1.0
olifant,olifant,1.0
boos,wandelen,0.492
vis,vis,1.0
bliksem,explosie,0.636
niet,leegte,0.564
bang,enthousiasme,0.594
kruipen,dier,0.529
grommen,boos,0.653
comfortabel,tevreden,0.689
bloem,bloem,1.0
walgen,vies,0.677
vuur,vuurwerk,0.767
hoog,hoog,1.0
hoorn,fluiten,0.764
bijten,kauwen,0.856
drinken,drinken,1.0
zuigen,rietje,0.592
rijk,rijkdom,0.795
knippen,schaar,0.772
ik,persoon,0.656
vogel,vogel,1.0
dood,bewusteloos,0.654
vlieg,mug,0.742
berg,huis,0.562
vliegen,vliegtuig,0.872
ruiken,zoet,0.597
auto,rijden,0.742
haasten,haasten,1.0
zoemen,brommen,0.916
ei,ei,1.0
zout,kaars,0.491
staart,aap,0.631
springen,skippybal,0.67
gooien,gooien,1.0
kotsen,kotsen,1.0
eend,eend,1.0
geheim,stilte,0.705
geheim,stil,0.633
geheim,zwijgen,0.709
bitter,bedorven,0.642
bitter,pittig,0.773
bitter,vies,0.708
goed,blijdschap,0.572
goed,geluk,0.602
goed,slagen,0.588
man,man,1.0
verdrietig,huilen,0.695
verdrietig,verdriet,0.805
verdrietig,verdrietig,1.0
vallen,enthousiasme,0.504
vallen,vallen,1.0
lachen,lachen,1.0
water,water,1.0
sneeuw,regen,0.727
sneeuw,sneeuw,1.0
zwaaien,zwaaien,1.0
groot,lang,0.709
groot,reus,0.773
groot,groeien,0.632
koud,koud,1.0
ziek,ziek,1.0
onweer,bliksem,0.846
onweer,onweer,1.0
vechten,vechten,1.0
horen,luisteren,0.813
horen,roddelen,0.597
horen,oor,0.608
fluisteren,fluisteren,1.0
bal,bal,1.0
telefoon,bellen,0.836
telefoon,telefoon,1.0
hond,hond,1.0
ver,snel,0.615
ver,geluid,0.585
ver,echo,0.577
regen,waterval,0.647
regen,vallen,0.595
regen,slaan,0.531
blazen,wind,0.732
blazen,blazen,1.0
ademen,hijgen,0.797
ademen,buiten adem,
ademen,rennen,0.58
weten,idee,0.646
weten,denken,0.816
weten,luisteren,0.646
likken,zuigen,0.739
likken,likken,1.0
fiets,fietsen,0.975
klok,tijd,0.666
kind,moeder,0.767
kind,baby,0.881
kind,troosten,0.565
vrouw,begrijpen,0.529
vrouw,flirten,0.532
vrouw,verliefd,0.557
geur,huilen,0.532
